ID,Genero,Casado,Edad,Graduado,Profesion,Experiencia_laboral,Gastoscore,Family_Size,anno_nacimiento,Generacion,Ingresos_anuales_brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Campanna_anno,cluster
CLI6133,M,Si,56,Si,Funcionario,+20annos,Bajo,2,1968,Generacion X,129104,Castellon,1541,50,0,515,1.0,Adultos equilibrados y con poder (3)
CLI6134,F,Si,53,Si,Artista,+20annos,Bajo,2,1971,Generacion X,54491,Guadalajara,1737,50,0,305,5.0,Jóvenes con gasto moderado (0)
CLI6135,F,No,32,Si,Construccion,10-20annos,Bajo,1,1992,Millennials,27995,Salamanca,1238,30,0,164,,"Ricos, mayores y no digitales (2)"
CLI6136,M,No,33,Si,Funcionario,10-20annos,Bajo,1,1991,Millennials,24634,Caceres,1422,30,0,126,,"Ricos, mayores y no digitales (2)"
CLI6137,M,Si,28,,Artista,<10annos,Bajo,1,1996,Millennials,30700,Castellon,2478,30,0,349,5.0,"Ricos, mayores y no digitales (2)"
CLI6138,M,No,21,No,Funcionario,<10annos,Bajo,4,2003,Generacion Z,21252,Baleares,2685,30,1,282,,"Ricos, mayores y no digitales (2)"
CLI6139,M,Si,97,No,Servicios,+20annos,Bajo,1,1927,Generacion Silenciosa,44592,Cordoba,955,30,1,306,5.0,Adultos equilibrados y con poder (3)
CLI614,F,Si,76,No,Servicios,+20annos,Medio,2,1948,Generacion X,52511,Jaen,1326,30,1,348,5.0,Jóvenes con bajos ingresos(1)
CLI6140,M,Si,47,Si,Funcionario,+20annos,Alto,4,1977,Generacion X,85516,Las Palmas,1541,80,1,126,,Jóvenes con gasto moderado (0)
CLI6141,M,Si,42,Si,Otros,+20annos,Medio,2,1982,Millennials,116736,Soria,1583,50,1,322,5.0,Jóvenes con bajos ingresos(1)
CLI6142,M,No,35,No,Medico,10-20annos,Bajo,2,1989,Millennials,28664,Las Palmas,87,30,1,293,,"Ricos, mayores y no digitales (2)"
CLI6143,F,No,42,Si,Funcionario,+20annos,Bajo,2,1982,Millennials,51749,Ceuta,1031,50,0,81,,Jóvenes con gasto moderado (0)
CLI6144,F,No,47,Si,Artista,+20annos,Bajo,3,1977,Generacion X,57779,Castellon,1228,80,0,215,,Jóvenes con gasto moderado (0)
CLI6145,M,No,84,Si,Servicios,+20annos,Bajo,2,1940,Generacion Silenciosa,83087,Caceres,1541,50,0,577,1.0,Adultos equilibrados y con poder (3)
CLI6146,M,No,33,Si,Funcionario,10-20annos,Bajo,5,1991,Millennials,25343,LLeida,778,30,0,84,,"Ricos, mayores y no digitales (2)"
CLI6147,M,No,34,No,Funcionario,10-20annos,Bajo,4,1990,Millennials,20898,ivila,1951,30,0,117,,"Ricos, mayores y no digitales (2)"
CLI6148,M,No,25,No,Funcionario,<10annos,Bajo,3,1999,Generacion Z,29142,Badajoz,1098,30,0,212,,"Ricos, mayores y no digitales (2)"
CLI6149,M,Si,77,No,Servicios,+20annos,Alto,3,1947,Generacion X,68767,Granada,1248,30,0,236,,Adultos equilibrados y con poder (3)
CLI615,M,No,23,No,Funcionario,<10annos,Bajo,5,2001,Generacion Z,19163,Leon,2168,30,1,368,3.0,"Ricos, mayores y no digitales (2)"
CLI6150,F,No,28,No,Ingeniero,<10annos,Bajo,1,1996,Millennials,27140,ilava,2927,30,1,386,3.0,"Ricos, mayores y no digitales (2)"
CLI6151,M,No,32,No,Negocios/empresa,10-20annos,Bajo,2,1992,Millennials,31471,Leon,1583,30,1,118,,"Ricos, mayores y no digitales (2)"
CLI6152,F,Si,55,Si,Artista,+20annos,Medio,3,1969,Generacion X,97030,Guipiºzcoa,1287,80,0,236,,Jóvenes con bajos ingresos(1)
CLI6153,M,Si,78,Si,Artista,+20annos,Medio,2,1946,Generacion X,22303,Alicante,955,30,1,312,5.0,Jóvenes con bajos ingresos(1)
CLI6154,F,No,20,No,Funcionario,<10annos,Bajo,5,2004,Generacion Z,18833,Salamanca,165,30,0,515,4.0,"Ricos, mayores y no digitales (2)"
CLI6155,M,No,46,Si,Artista,+20annos,Bajo,1,1978,Generacion X,73630,Barcelona,1365,50,0,176,,Jóvenes con gasto moderado (0)
CLI6156,M,No,39,No,Funcionario,10-20annos,Bajo,1,1985,Millennials,28038,Pontevedra,1468,30,1,312,5.0,"Ricos, mayores y no digitales (2)"
CLI6157,F,Si,50,Si,Artista,+20annos,Medio,2,1974,Generacion X,88059,Jaen,1052,50,0,573,4.0,Jóvenes con bajos ingresos(1)
CLI6158,F,No,45,Si,Artista,+20annos,Bajo,1,1979,Generacion X,46435,Madrid,1399,50,0,207,,Jóvenes con gasto moderado (0)
CLI6159,M,No,22,No,Negocios/empresa,<10annos,Bajo,3,2002,Generacion Z,21443,Granada,203,30,0,62,,"Ricos, mayores y no digitales (2)"
CLI616,F,Si,53,No,Ingeniero,+20annos,Alto,1,1971,Generacion X,44477,Leon,1385,30,0,457,3.0,Jóvenes con gasto moderado (0)
CLI6160,M,Si,30,No,Otros,<10annos,Medio,2,1994,Millennials,20192,Guipiºzcoa,755,30,0,254,,Jóvenes con gasto moderado (0)
CLI6161,M,Si,30,Si,Funcionario,<10annos,Alto,2,1994,Millennials,26715,Huelva,1606,30,0,289,,"Ricos, mayores y no digitales (2)"
CLI6162,F,No,20,No,Funcionario,<10annos,Bajo,4,2004,Generacion Z,15279,Cuenca,2202,30,0,415,3.0,"Ricos, mayores y no digitales (2)"
CLI6163,F,Si,45,Si,Artista,+20annos,Alto,2,1979,Generacion X,57904,Alicante,133,50,0,79,,Jóvenes con gasto moderado (0)
CLI6164,M,Si,74,No,Servicios,+20annos,Medio,2,1950,Generacion X,29355,Jaen,661,30,1,181,,Jóvenes con bajos ingresos(1)
CLI6165,F,Si,31,Si,Artista,<10annos,Bajo,2,1993,Millennials,24139,Baleares,824,30,1,292,,"Ricos, mayores y no digitales (2)"
CLI6166,F,No,32,No,Funcionario,10-20annos,Bajo,1,1992,Millennials,25302,Segovia,87,30,0,291,,"Ricos, mayores y no digitales (2)"
CLI6167,M,Si,50,No,Artista,+20annos,Medio,4,1974,Generacion X,24557,Orense,622,30,0,216,,Jóvenes con bajos ingresos(1)
CLI6168,M,Si,40,No,Ejecutivo,10-20annos,Alto,4,1984,Millennials,94711,ivila,1606,30,1,305,5.0,Jóvenes con gasto moderado (0)
CLI6169,F,Si,87,Si,Artista,+20annos,Medio,2,1937,Generacion Silenciosa,97985,Huelva,1052,50,1,234,,Jóvenes con bajos ingresos(1)
CLI617,F,No,20,No,Funcionario,<10annos,Bajo,3,2004,Generacion Z,15433,Burgos,2513,30,1,258,,"Ricos, mayores y no digitales (2)"
CLI6170,F,No,36,No,Ingeniero,10-20annos,Bajo,3,1988,Millennials,26762,Tarragona,1882,30,0,298,,"Ricos, mayores y no digitales (2)"
CLI6171,F,Si,96,Si,Artista,+20annos,Medio,2,1928,Generacion Silenciosa,39615,Salamanca,74,50,0,204,,Jóvenes con bajos ingresos(1)
CLI6172,F,Si,57,Si,Artista,+20annos,Bajo,1,1967,Generacion X,42256,Tarragona,622,50,0,263,,Jóvenes con gasto moderado (0)
CLI6173,F,No,35,No,Funcionario,10-20annos,Bajo,3,1989,Millennials,20761,Orense,709,30,0,303,5.0,"Ricos, mayores y no digitales (2)"
CLI6174,F,No,46,Si,Ingeniero,+20annos,Bajo,7,1978,Generacion X,45817,Lugo,74,30,1,387,3.0,Jóvenes con gasto moderado (0)
CLI6175,M,No,24,No,Funcionario,<10annos,Bajo,5,2000,Generacion Z,13929,LLeida,3099,30,0,375,3.0,"Ricos, mayores y no digitales (2)"
CLI6176,F,No,20,No,Medico,<10annos,Bajo,4,2004,Generacion Z,21573,La Rioja,1961,30,0,30,,"Ricos, mayores y no digitales (2)"
CLI6177,F,No,29,No,Medico,<10annos,Bajo,4,1995,Millennials,19597,Madrid,234,30,1,210,,"Ricos, mayores y no digitales (2)"
CLI6178,F,Si,73,Si,Artista,+20annos,Medio,2,1951,Generacion X,43795,Sevilla,1385,50,0,274,,Jóvenes con bajos ingresos(1)
CLI6179,F,Si,73,No,Ingeniero,+20annos,Medio,4,1951,Generacion X,75012,Palencia,1502,30,0,150,,Jóvenes con bajos ingresos(1)
CLI618,M,Si,79,Si,Artista,+20annos,Bajo,3,1945,Generacion Silenciosa,29341,Burgos,1482,30,1,323,5.0,Jóvenes con gasto moderado (0)
CLI6180,M,Si,76,No,Servicios,+20annos,Bajo,2,1948,Generacion X,35192,LLeida,1248,30,1,199,,Jóvenes con gasto moderado (0)
CLI6181,M,No,28,Si,Negocios/empresa,<10annos,Bajo,5,1996,Millennials,31250,Cadiz,1892,30,1,114,,"Ricos, mayores y no digitales (2)"
CLI6182,M,Si,61,Si,Artista,+20annos,Bajo,2,1963,Generacion X,39206,Castellon,798,50,0,129,,Jóvenes con gasto moderado (0)
CLI6183,F,Si,54,Si,Artista,+20annos,Bajo,2,1970,Generacion X,82941,Valencia,1013,50,1,391,3.0,Jóvenes con gasto moderado (0)
CLI6184,M,Si,67,Si,Medico,+20annos,Bajo,2,1957,Generacion X,124986,Segovia,1639,50,0,155,,Adultos equilibrados y con poder (3)
CLI6185,F,No,52,Si,Artista,+20annos,Bajo,1,1972,Generacion X,42413,Baleares,1639,50,0,300,,Jóvenes con gasto moderado (0)
CLI6186,M,Si,65,Si,Ejecutivo,+20annos,Alto,5,1959,Generacion X,128716,Teruel,661,200,0,148,,Adultos equilibrados y con poder (3)
CLI6187,M,Si,42,Si,Artista,+20annos,Medio,4,1982,Millennials,93011,Teruel,2066,30,0,522,4.0,Jóvenes con gasto moderado (0)
CLI6188,M,Si,61,Si,Artista,+20annos,Medio,2,1963,Generacion X,67085,Burgos,1306,50,0,144,,Jóvenes con bajos ingresos(1)
CLI6189,F,No,28,No,Construccion,<10annos,Bajo,1,1996,Millennials,21800,Almeri­a,2271,30,0,61,,"Ricos, mayores y no digitales (2)"
CLI619,M,Si,94,No,Servicios,+20annos,Bajo,1,1930,Generacion Silenciosa,57364,Salamanca,955,30,0,495,3.0,Adultos equilibrados y con poder (3)
CLI6190,M,No,40,No,Artista,10-20annos,Bajo,4,1984,Millennials,117990,Salamanca,1537,30,0,445,3.0,Jóvenes con gasto moderado (0)
CLI6191,M,Si,45,Si,Otros,+20annos,Bajo,1,1979,Generacion X,39376,Malaga,1468,50,1,348,5.0,Jóvenes con gasto moderado (0)
CLI6192,F,No,43,No,Ingeniero,+20annos,Bajo,3,1981,Millennials,47024,Guipiºzcoa,1353,30,1,117,,Jóvenes con gasto moderado (0)
CLI6193,F,No,22,No,Funcionario,<10annos,Bajo,3,2002,Generacion Z,23059,Castellon,2961,30,0,77,,"Ricos, mayores y no digitales (2)"
CLI6194,F,No,36,No,Ingeniero,10-20annos,Bajo,5,1988,Millennials,27524,Burgos,939,30,1,300,,"Ricos, mayores y no digitales (2)"
CLI6195,F,Si,86,No,Servicios,+20annos,Alto,3,1938,Generacion Silenciosa,119392,Vizcaya,661,30,1,242,,Adultos equilibrados y con poder (3)
CLI6196,F,Si,96,No,Servicios,+20annos,Bajo,1,1928,Generacion Silenciosa,59131,Valencia,1346,30,0,590,4.0,Adultos equilibrados y con poder (3)
CLI6197,M,No,21,No,Funcionario,<10annos,Bajo,6,2003,Generacion Z,21209,ivila,1719,30,1,329,5.0,"Ricos, mayores y no digitales (2)"
CLI6198,F,No,25,No,Servicios,<10annos,Bajo,2,1999,Generacion Z,20725,Valladolid,2616,30,0,310,5.0,"Ricos, mayores y no digitales (2)"
CLI6199,F,Si,66,Si,Artista,+20annos,Alto,4,1958,Generacion X,67947,Badajoz,1052,80,0,93,,Adultos equilibrados y con poder (3)
CLI62,M,Si,53,Si,Artista,+20annos,Medio,2,1971,Generacion X,22901,Burgos,72,30,0,65,,Jóvenes con bajos ingresos(1)
CLI620,F,No,23,No,Negocios/empresa,<10annos,Bajo,5,2001,Generacion Z,19125,Murcia,2064,30,0,144,,"Ricos, mayores y no digitales (2)"
CLI6200,M,Si,85,No,Servicios,+20annos,Alto,2,1939,Generacion Silenciosa,119496,ivila,1541,120,0,525,4.0,Adultos equilibrados y con poder (3)
CLI6201,F,Si,47,No,Otros,+20annos,Bajo,1,1977,Generacion X,123255,Huelva,1189,120,0,41,,Adultos equilibrados y con poder (3)
CLI6202,F,Si,56,Si,Artista,+20annos,Medio,3,1968,Generacion X,52359,Huelva,779,30,1,125,,Jóvenes con bajos ingresos(1)
CLI6203,M,No,20,No,Medico,<10annos,Bajo,5,2004,Generacion Z,16176,Baleares,1029,30,1,346,5.0,"Ricos, mayores y no digitales (2)"
CLI6204,F,No,51,Si,Artista,+20annos,Bajo,2,1973,Generacion X,112801,ilava,1502,50,0,325,5.0,Jóvenes con gasto moderado (0)
CLI6205,F,No,22,No,Funcionario,<10annos,Bajo,5,2002,Generacion Z,19891,Cordoba,1236,30,0,579,4.0,"Ricos, mayores y no digitales (2)"
CLI6206,F,No,30,Si,Funcionario,<10annos,Bajo,5,1994,Millennials,28136,Alicante,732,30,0,381,3.0,"Ricos, mayores y no digitales (2)"
CLI6207,M,Si,29,Si,Artista,<10annos,Bajo,2,1995,Millennials,27997,Almeri­a,1374,30,0,175,,"Ricos, mayores y no digitales (2)"
CLI6208,F,Si,63,Si,Artista,+20annos,Alto,3,1961,Generacion X,129161,Segovia,1756,80,0,399,1.0,Adultos equilibrados y con poder (3)
CLI6209,M,Si,58,Si,Artista,+20annos,Medio,2,1966,Generacion X,94458,La Corui±a,779,50,0,351,5.0,Jóvenes con bajos ingresos(1)
CLI621,F,Si,53,Si,Artista,+20annos,Bajo,1,1971,Generacion X,114553,Teruel,16,50,0,124,,Adultos equilibrados y con poder (3)
CLI6210,M,Si,42,Si,Artista,+20annos,Bajo,2,1982,Millennials,110564,Jaen,1008,50,0,177,,Jóvenes con bajos ingresos(1)
CLI6211,M,Si,45,No,Medico,+20annos,Bajo,3,1979,Generacion X,42641,Burgos,179,30,0,255,,Jóvenes con gasto moderado (0)
CLI6212,F,Si,89,No,Servicios,+20annos,Alto,2,1935,Generacion Silenciosa,52299,Santa Cruz de Tenerife,1502,30,0,108,,Adultos equilibrados y con poder (3)
CLI6213,F,Si,42,No,Ingeniero,+20annos,Bajo,3,1982,Millennials,46991,Tarragona,1353,30,0,220,,Jóvenes con gasto moderado (0)
CLI6214,F,No,33,Si,Funcionario,10-20annos,Bajo,1,1991,Millennials,25162,LLeida,893,30,1,126,,"Ricos, mayores y no digitales (2)"
CLI6215,M,Si,41,No,Otros,10-20annos,Bajo,3,1983,Millennials,88193,Toledo,156,30,1,385,3.0,Jóvenes con gasto moderado (0)
CLI6216,M,Si,31,Si,Artista,<10annos,Medio,2,1993,Millennials,20847,Murcia,1353,30,0,209,,Jóvenes con gasto moderado (0)
CLI6217,M,Si,47,No,Artista,+20annos,Alto,3,1977,Generacion X,59478,Albacete,1267,30,1,246,,Jóvenes con gasto moderado (0)
CLI6218,M,No,23,No,Medico,<10annos,Bajo,5,2001,Generacion Z,23767,Gerona,13395,30,0,207,,"Ricos, mayores y no digitales (2)"
CLI6219,M,Si,36,Si,Artista,10-20annos,Medio,3,1988,Millennials,25503,Valladolid,709,30,0,248,,Jóvenes con gasto moderado (0)
CLI622,F,No,41,Si,Otros,10-20annos,Bajo,1,1983,Millennials,49249,La Corui±a,847,50,0,429,3.0,"Ricos, mayores y no digitales (2)"
CLI6220,M,Si,86,Si,Servicios,+20annos,Alto,2,1938,Generacion Silenciosa,91770,LLeida,72,50,0,183,,Adultos equilibrados y con poder (3)
CLI6221,F,No,20,No,Servicios,<10annos,Bajo,6,2004,Generacion Z,14958,Baleares,1788,30,1,327,5.0,"Ricos, mayores y no digitales (2)"
CLI6222,M,No,25,No,Funcionario,<10annos,Bajo,5,1999,Generacion Z,18060,Leon,2823,30,0,503,4.0,"Ricos, mayores y no digitales (2)"
CLI6223,F,No,30,No,Funcionario,<10annos,Bajo,2,1994,Millennials,21622,Caceres,1261,30,0,481,3.0,"Ricos, mayores y no digitales (2)"
CLI6224,F,Si,50,Si,Artista,+20annos,Medio,3,1974,Generacion X,39049,Cadiz,779,30,0,234,,Jóvenes con bajos ingresos(1)
CLI6225,M,No,34,No,Medico,10-20annos,Bajo,1,1990,Millennials,25675,LLeida,1859,30,0,128,,"Ricos, mayores y no digitales (2)"
CLI6226,M,Si,46,Si,Artista,+20annos,Medio,2,1978,Generacion X,59529,Burgos,1248,50,0,78,,Jóvenes con bajos ingresos(1)
CLI6227,F,No,41,Si,Funcionario,10-20annos,Bajo,3,1983,Millennials,124241,Valencia,686,200,0,423,3.0,Jóvenes con bajos ingresos(1)
CLI6228,M,No,36,Si,Otros,10-20annos,Bajo,2,1988,Millennials,19840,LLeida,1284,30,0,464,1.0,"Ricos, mayores y no digitales (2)"
CLI6229,M,No,35,Si,Funcionario,10-20annos,Bajo,3,1989,Millennials,28492,Castellon,755,30,0,445,3.0,"Ricos, mayores y no digitales (2)"
CLI623,M,No,31,No,Funcionario,<10annos,Bajo,5,1993,Millennials,26158,ilava,1698,30,1,229,,"Ricos, mayores y no digitales (2)"
CLI6230,M,No,23,No,Funcionario,<10annos,Bajo,3,2001,Generacion Z,20509,Segovia,2478,30,0,261,,"Ricos, mayores y no digitales (2)"
CLI6231,F,No,35,No,Medico,10-20annos,Bajo,4,1989,Millennials,28211,Santa Cruz de Tenerife,1629,30,0,406,3.0,"Ricos, mayores y no digitales (2)"
CLI6232,M,Si,40,Si,Artista,10-20annos,Medio,2,1984,Millennials,84099,ilava,847,50,0,321,5.0,Jóvenes con gasto moderado (0)
CLI6233,M,Si,47,Si,Artista,+20annos,Bajo,2,1977,Generacion X,30704,Leon,1111,30,0,560,4.0,Jóvenes con gasto moderado (0)
CLI6234,M,Si,41,No,Otros,10-20annos,Medio,3,1983,Millennials,103897,Tarragona,2066,30,0,287,,Jóvenes con gasto moderado (0)
CLI6235,M,Si,45,Si,Artista,+20annos,Bajo,2,1979,Generacion X,27030,Madrid,778,30,0,371,3.0,Jóvenes con gasto moderado (0)
CLI6236,M,Si,45,Si,Ingeniero,+20annos,Medio,2,1979,Generacion X,126422,Cordoba,709,50,1,172,,Jóvenes con bajos ingresos(1)
CLI6237,F,Si,61,No,Artista,+20annos,Bajo,2,1963,Generacion X,29703,Badajoz,115,30,0,155,,Jóvenes con gasto moderado (0)
CLI6238,M,Si,67,No,Ingeniero,+20annos,Medio,4,1957,Generacion X,82014,Malaga,1463,30,1,359,5.0,Jóvenes con bajos ingresos(1)
CLI6239,F,No,42,No,Artista,+20annos,Bajo,2,1982,Millennials,126033,Valladolid,1192,120,0,284,,Jóvenes con gasto moderado (0)
CLI624,M,Si,61,Si,Otros,+20annos,Bajo,2,1963,Generacion X,116054,Castellon,1424,50,0,105,,Adultos equilibrados y con poder (3)
CLI6240,M,Si,68,Si,Otros,+20annos,Medio,6,1956,Generacion X,116679,Cordoba,1267,30,1,319,5.0,Jóvenes con bajos ingresos(1)
CLI6241,F,No,36,No,Negocios/empresa,10-20annos,Bajo,4,1988,Millennials,22660,Barcelona,1445,30,1,139,,"Ricos, mayores y no digitales (2)"
CLI6242,M,Si,58,Si,Otros,+20annos,Medio,2,1966,Generacion X,22132,Sevilla,603,30,1,268,,Jóvenes con bajos ingresos(1)
CLI6243,M,No,42,Si,Medico,+20annos,Bajo,3,1982,Millennials,113908,Toledo,1077,30,1,303,5.0,Jóvenes con gasto moderado (0)
CLI6244,M,Si,56,No,Artista,+20annos,Medio,4,1968,Generacion X,84246,Burgos,1052,30,0,118,,Jóvenes con bajos ingresos(1)
CLI6245,F,No,45,Si,Artista,+20annos,Bajo,1,1979,Generacion X,31886,Zaragoza,1215,30,0,342,5.0,Jóvenes con gasto moderado (0)
CLI6246,F,Si,40,No,Negocios/empresa,10-20annos,Bajo,4,1984,Millennials,61038,Barcelona,1698,30,1,256,,Jóvenes con gasto moderado (0)
CLI6247,M,Si,50,Si,Artista,+20annos,Medio,4,1974,Generacion X,56622,Barcelona,1111,80,0,494,3.0,Jóvenes con bajos ingresos(1)
CLI6248,F,Si,78,No,Ingeniero,+20annos,Bajo,1,1946,Generacion X,80215,Huelva,1111,120,0,137,,Adultos equilibrados y con poder (3)
CLI6249,F,No,29,No,Construccion,<10annos,Bajo,6,1995,Millennials,29309,Valladolid,1857,30,0,418,3.0,"Ricos, mayores y no digitales (2)"
CLI625,F,No,62,Si,Artista,+20annos,Bajo,2,1962,Generacion X,39652,Navarra,1326,50,0,173,,Jóvenes con gasto moderado (0)
CLI6250,F,Si,92,Si,Servicios,+20annos,Bajo,1,1932,Generacion Silenciosa,88712,Almeri­a,974,50,1,183,,Adultos equilibrados y con poder (3)
CLI6251,M,Si,62,No,Servicios,+20annos,Alto,2,1962,Generacion X,43284,Ciudad Real,1267,30,0,142,,Jóvenes con gasto moderado (0)
CLI6252,M,No,30,No,Negocios/empresa,<10annos,Bajo,4,1994,Millennials,31987,Santa Cruz de Tenerife,2066,30,0,543,4.0,"Ricos, mayores y no digitales (2)"
CLI6253,M,No,40,No,Ingeniero,10-20annos,Bajo,3,1984,Millennials,75360,Guadalajara,709,30,1,336,5.0,Jóvenes con gasto moderado (0)
CLI6254,F,Si,77,Si,Artista,+20annos,Bajo,3,1947,Generacion X,105697,Las Palmas,1697,80,0,342,5.0,Adultos equilibrados y con poder (3)
CLI6255,M,Si,28,,Artista,<10annos,Bajo,1,1996,Millennials,18004,Pontevedra,1995,30,0,519,4.0,"Ricos, mayores y no digitales (2)"
CLI6256,F,Si,44,Si,Ingeniero,+20annos,Medio,2,1980,Generacion X,117131,Las Palmas,1491,50,0,355,5.0,Jóvenes con bajos ingresos(1)
CLI6257,M,No,24,No,Funcionario,<10annos,Bajo,4,2000,Generacion Z,22288,Albacete,2616,30,0,281,,"Ricos, mayores y no digitales (2)"
CLI6258,M,Si,53,Si,Artista,+20annos,Bajo,1,1971,Generacion X,129085,Melilla,896,50,1,312,5.0,Adultos equilibrados y con poder (3)
CLI6259,F,Si,45,Si,Artista,+20annos,Medio,2,1979,Generacion X,115007,Valladolid,1836,50,0,365,,Jóvenes con bajos ingresos(1)
CLI626,M,Si,55,Si,Medico,+20annos,Bajo,2,1969,Generacion X,127784,Las Palmas,1091,50,0,437,3.0,Adultos equilibrados y con poder (3)
CLI6260,M,Si,85,Si,Servicios,+20annos,Bajo,2,1939,Generacion Silenciosa,52321,Albacete,974,50,0,205,,Adultos equilibrados y con poder (3)
CLI6261,M,Si,79,Si,Artista,+20annos,Bajo,1,1945,Generacion Silenciosa,119680,Huelva,1267,50,0,133,,Adultos equilibrados y con poder (3)
CLI6262,F,No,23,No,Funcionario,<10annos,Bajo,3,2001,Generacion Z,23459,Albacete,1443,30,1,400,3.0,"Ricos, mayores y no digitales (2)"
CLI6263,F,No,32,Si,Funcionario,10-20annos,Bajo,4,1992,Millennials,24077,Santa Cruz de Tenerife,847,30,0,31,,"Ricos, mayores y no digitales (2)"
CLI6264,F,Si,36,Si,Construccion,10-20annos,Medio,3,1988,Millennials,25801,Huesca,1629,30,1,383,3.0,Jóvenes con gasto moderado (0)
CLI6265,F,No,32,Si,Artista,10-20annos,Bajo,7,1992,Millennials,31604,Leon,1537,30,0,434,3.0,"Ricos, mayores y no digitales (2)"
CLI6266,M,No,20,No,Funcionario,<10annos,Bajo,2,2004,Generacion Z,16514,Valladolid,165,30,1,313,5.0,"Ricos, mayores y no digitales (2)"
CLI6267,F,Si,42,Si,Ingeniero,+20annos,Medio,2,1982,Millennials,111649,Cadiz,179,50,0,271,,Jóvenes con bajos ingresos(1)
CLI6268,F,Si,53,Si,Construccion,+20annos,Medio,2,1971,Generacion X,59985,Tarragona,779,50,0,257,,Jóvenes con bajos ingresos(1)
CLI6269,F,Si,53,Si,Medico,+20annos,Medio,2,1971,Generacion X,109320,Zamora,1541,50,0,99,,Jóvenes con bajos ingresos(1)
CLI627,M,No,23,No,Funcionario,<10annos,Bajo,4,2001,Generacion Z,19369,Segovia,2616,30,0,370,3.0,"Ricos, mayores y no digitales (2)"
CLI6270,F,No,41,Si,Artista,10-20annos,Bajo,1,1983,Millennials,126948,Cuenca,1675,50,0,190,,Jóvenes con gasto moderado (0)
CLI6271,M,No,35,Si,Funcionario,10-20annos,Bajo,5,1989,Millennials,28777,Las Palmas,1054,30,1,392,3.0,"Ricos, mayores y no digitales (2)"
CLI6272,M,No,36,No,Funcionario,10-20annos,Bajo,5,1988,Millennials,18950,Valencia,1077,30,0,303,5.0,"Ricos, mayores y no digitales (2)"
CLI6273,M,No,34,No,Funcionario,10-20annos,Bajo,8,1990,Millennials,19789,Cadiz,1008,30,0,439,3.0,"Ricos, mayores y no digitales (2)"
CLI6274,M,Si,52,No,Artista,+20annos,Medio,5,1972,Generacion X,97111,Guipiºzcoa,935,30,1,359,5.0,Jóvenes con bajos ingresos(1)
CLI6275,M,Si,69,Si,Artista,+20annos,Medio,3,1955,Generacion X,67491,Valladolid,1756,80,1,334,5.0,Jóvenes con bajos ingresos(1)
CLI6276,F,No,29,Si,Funcionario,<10annos,Bajo,2,1995,Millennials,20747,Valladolid,1098,30,0,122,,"Ricos, mayores y no digitales (2)"
CLI6277,M,Si,72,Si,Servicios,+20annos,Alto,2,1952,Generacion X,102947,La Corui±a,857,50,1,154,,Adultos equilibrados y con poder (3)
CLI6278,M,Si,24,No,Funcionario,<10annos,Medio,4,2000,Generacion Z,15322,Pontevedra,2996,30,0,149,,Jóvenes con gasto moderado (0)
CLI6279,F,Si,46,No,Ingeniero,+20annos,Bajo,1,1978,Generacion X,36592,La Rioja,603,30,1,267,,Jóvenes con gasto moderado (0)
CLI628,M,No,20,No,Funcionario,<10annos,Bajo,6,2004,Generacion Z,19274,Huesca,14085,30,1,399,3.0,"Ricos, mayores y no digitales (2)"
CLI6280,M,Si,47,No,Artista,+20annos,Bajo,1,1977,Generacion X,66749,Melilla,1346,30,0,329,5.0,Jóvenes con gasto moderado (0)
CLI6281,F,No,25,No,Negocios/empresa,<10annos,Bajo,4,1999,Generacion Z,24494,Granada,2064,30,0,466,3.0,"Ricos, mayores y no digitales (2)"
CLI6282,M,No,30,Si,Artista,<10annos,Bajo,4,1994,Millennials,25265,Alicante,1675,30,0,502,4.0,"Ricos, mayores y no digitales (2)"
CLI6283,M,No,46,Si,Artista,+20annos,Bajo,1,1978,Generacion X,90330,Pontevedra,622,50,1,264,,Jóvenes con gasto moderado (0)
CLI6284,M,Si,50,Si,Ejecutivo,+20annos,Alto,3,1974,Generacion X,59738,Melilla,1678,80,0,389,1.0,Jóvenes con gasto moderado (0)
CLI6285,M,No,36,Si,Medico,10-20annos,Bajo,6,1988,Millennials,27060,Leon,1583,30,0,212,,"Ricos, mayores y no digitales (2)"
CLI6286,M,Si,64,No,Ejecutivo,+20annos,Alto,4,1960,Generacion X,118601,Jaen,818,30,1,292,,Adultos equilibrados y con poder (3)
CLI6287,M,No,23,No,Medico,<10annos,Bajo,3,2001,Generacion Z,18563,Teruel,1754,30,1,385,3.0,"Ricos, mayores y no digitales (2)"
CLI6288,F,No,94,Si,Construccion,+20annos,Bajo,1,1930,Generacion Silenciosa,100943,La Corui±a,1658,50,0,86,,Adultos equilibrados y con poder (3)
CLI6289,M,No,45,No,Medico,+20annos,Bajo,3,1979,Generacion X,59027,Las Palmas,1008,30,0,294,,Jóvenes con gasto moderado (0)
CLI629,M,Si,75,Si,Servicios,+20annos,Alto,2,1949,Generacion X,32483,Toledo,1228,30,0,47,,Jóvenes con gasto moderado (0)
CLI6290,M,Si,84,Si,Servicios,+20annos,Alto,2,1940,Generacion Silenciosa,62436,Caceres,1033,50,1,223,,Adultos equilibrados y con poder (3)
