ID,Genero,Casado,Edad,Graduado,Profesion,Experiencia_laboral,Gastoscore,Family_Size,anno_nacimiento,Generacion,Ingresos_anuales_brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Campanna_anno
CLI6406,M,Si,55,Si,Medico,+20annos,Medio,3,1969,Generacion X,81400,Melilla,564,80,0,271,NULL
CLI6407,F,No,42,Si,Artista,+20annos,Bajo,1,1982,Millennials,25506,Malaga,1537,30,0,417,1
CLI6408,M,Si,76,No,Ejecutivo,+20annos,Alto,2,1948,Generacion X,68857,Vizcaya,1658,30,0,215,NULL
CLI6409,F,Si,42,Si,Artista,+20annos,Medio,2,1982,Millennials,101017,Guadalajara,202,50,1,322,5
CLI641,M,Si,40,Si,Artista,10-20annos,Medio,2,1984,Millennials,70482,Castellon,87,50,0,553,4
CLI6410,F,No,29,Si,Funcionario,<10annos,Bajo,3,1995,Millennials,20220,Cadiz,165,30,0,105,NULL
CLI6411,M,No,41,No,Funcionario,10-20annos,Bajo,5,1983,Millennials,87331,Pontevedra,1997,30,0,139,NULL
CLI6412,M,Si,79,Si,Ejecutivo,+20annos,Alto,2,1945,Generacion Silenciosa,93323,Castellon,1248,50,0,377,1
CLI6413,M,Si,57,Si,Artista,+20annos,Medio,4,1967,Generacion X,69197,Badajoz,1209,80,0,574,4
CLI6414,M,Si,94,Si,Servicios,+20annos,Alto,2,1930,Generacion Silenciosa,59296,Toledo,681,50,1,120,NULL
CLI6415,F,No,32,Si,Funcionario,10-20annos,Bajo,3,1992,Millennials,20763,Salamanca,709,30,1,378,3
CLI6416,M,No,29,No,Funcionario,<10annos,Bajo,4,1995,Millennials,30720,ilava,12015,30,0,106,NULL
CLI6417,F,No,36,Si,Medico,10-20annos,Bajo,6,1988,Millennials,26263,ivila,1675,30,0,372,1
CLI6418,F,No,44,Si,Funcionario,+20annos,Bajo,1,1980,Generacion X,57328,Ceuta,1606,50,1,323,5
CLI6419,F,No,35,Si,Artista,10-20annos,Bajo,7,1989,Millennials,29756,Guadalajara,1813,30,1,333,5
CLI642,F,No,29,No,Negocios/empresa,<10annos,Bajo,3,1995,Millennials,26931,Sevilla,3065,30,0,165,NULL
CLI6420,M,Si,87,Si,Servicios,+20annos,Alto,2,1937,Generacion Silenciosa,85483,Zamora,583,50,0,40,NULL
CLI6421,F,No,28,Si,Funcionario,<10annos,Bajo,1,1996,Millennials,26609,La Corui±a,2996,30,0,510,4
CLI6422,M,No,39,No,Artista,10-20annos,Bajo,1,1985,Millennials,31275,Albacete,2066,30,0,383,3
CLI6423,F,Si,75,Si,Servicios,+20annos,Bajo,1,1949,Generacion X,124794,Huesca,1346,50,0,211,NULL
CLI6424,F,No,31,No,Construccion,<10annos,Bajo,1,1993,Millennials,26948,Caceres,1123,30,0,409,3
CLI6425,M,No,36,Si,Funcionario,10-20annos,Bajo,4,1988,Millennials,31589,La Corui±a,1813,30,1,112,NULL
CLI6426,M,Si,40,Si,Artista,10-20annos,Medio,5,1984,Millennials,128061,La Rioja,1859,200,0,451,3
CLI6427,M,Si,56,Si,Ejecutivo,+20annos,Alto,5,1968,Generacion X,63131,La Corui±a,896,30,0,208,NULL
CLI6428,F,No,40,Si,Artista,10-20annos,Bajo,1,1984,Millennials,124952,Melilla,1928,50,1,354,5
CLI6429,M,Si,28,Si,Artista,<10annos,Bajo,4,1996,Millennials,23289,Segovia,2651,30,0,316,5
CLI643,M,Si,68,No,Servicios,+20annos,Alto,2,1956,Generacion X,108965,Ciudad Real,564,120,1,190,NULL
CLI6430,F,Si,41,Si,Artista,10-20annos,Medio,2,1983,Millennials,86501,Alicante,1031,50,1,253,NULL
CLI6431,F,Si,43,Si,Medico,+20annos,Medio,2,1981,Millennials,90797,Guipiºzcoa,1974,50,0,264,NULL
CLI6432,F,Si,39,Si,Artista,10-20annos,Medio,2,1985,Millennials,28802,Huesca,1514,30,0,482,3
CLI6433,M,No,23,No,Funcionario,<10annos,Bajo,4,2001,Generacion Z,20929,Badajoz,1029,30,1,217,NULL
CLI6434,F,Si,61,Si,Artista,+20annos,Medio,4,1963,Generacion X,55247,La Rioja,661,80,0,158,NULL
CLI6435,F,No,22,No,Negocios/empresa,<10annos,Bajo,4,2002,Generacion Z,12167,Zamora,2513,30,0,534,4
CLI6436,M,Si,39,No,Ejecutivo,10-20annos,Alto,3,1985,Millennials,31673,Alicante,962,30,1,338,5
CLI6437,F,No,43,No,Ingeniero,+20annos,Bajo,1,1981,Millennials,76636,LLeida,663,120,1,392,3
CLI6438,M,Si,91,No,Ejecutivo,+20annos,Alto,2,1933,Generacion Silenciosa,49054,Castellon,896,30,0,109,NULL
CLI6439,M,Si,50,Si,Artista,+20annos,Medio,2,1974,Generacion X,114097,Zamora,1209,50,0,42,NULL
CLI644,M,No,24,No,Funcionario,<10annos,Bajo,4,2000,Generacion Z,15092,Toledo,2375,30,0,544,4
CLI6440,M,Si,44,Si,Artista,+20annos,Bajo,2,1980,Generacion X,82905,Pontevedra,202,50,0,229,NULL
CLI6441,F,No,30,Si,Artista,<10annos,Bajo,5,1994,Millennials,30250,Albacete,1123,30,1,202,NULL
CLI6442,M,Si,56,No,Otros,+20annos,Medio,3,1968,Generacion X,56126,Guadalajara,1482,30,1,397,3
CLI6443,M,Si,39,Si,Artista,10-20annos,Medio,3,1985,Millennials,23906,Zamora,1445,30,0,147,NULL
CLI6444,F,No,29,Si,Artista,<10annos,Bajo,1,1995,Millennials,28548,Madrid,2306,30,1,169,NULL
CLI6445,M,Si,63,Si,Artista,+20annos,Bajo,2,1961,Generacion X,80881,Zamora,15215,50,1,238,NULL
CLI6446,M,Si,22,No,Funcionario,<10annos,Medio,4,2002,Generacion Z,17424,Sevilla,1961,30,0,576,4
CLI6447,F,No,54,Si,Artista,+20annos,Bajo,1,1970,Generacion X,55297,Madrid,7,50,0,396,3
CLI6448,M,No,57,Si,Otros,+20annos,Bajo,2,1967,Generacion X,109017,Teruel,1248,50,1,168,NULL
CLI6449,M,Si,39,Si,Artista,10-20annos,Medio,3,1985,Millennials,31631,Guadalajara,1054,30,1,112,NULL
CLI645,F,No,21,No,Funcionario,<10annos,Bajo,3,2003,Generacion Z,13233,Cuenca,2789,30,0,424,3
CLI6450,M,Si,43,Si,Funcionario,+20annos,Bajo,3,1981,Millennials,35948,Baleares,1675,30,0,352,5
CLI6451,M,Si,76,Si,Ejecutivo,+20annos,Bajo,2,1948,Generacion X,118727,Caceres,11305,50,0,489,1
CLI6452,F,No,29,Si,Otros,<10annos,Bajo,2,1995,Millennials,30293,Teruel,1926,30,0,387,3
CLI6453,M,Si,40,Si,Artista,10-20annos,Bajo,4,1984,Millennials,68900,Salamanca,1077,30,0,86,NULL
CLI6454,F,Si,28,Si,Ingeniero,<10annos,Medio,2,1996,Millennials,22608,La Corui±a,2616,30,0,404,3
CLI6455,F,Si,66,Si,Artista,+20annos,Bajo,1,1958,Generacion X,94538,Badajoz,15215,50,0,168,NULL
CLI6456,F,No,41,Si,Funcionario,10-20annos,Bajo,2,1983,Millennials,44646,Jaen,1675,50,0,287,NULL
CLI6457,F,No,46,No,Artista,+20annos,Bajo,1,1978,Generacion X,71961,Toledo,1033,30,0,520,4
CLI6458,M,No,24,No,Funcionario,<10annos,Bajo,4,2000,Generacion Z,14257,Jaen,2409,30,0,61,NULL
CLI6459,M,Si,45,No,Medico,+20annos,Medio,4,1979,Generacion X,41204,ilava,1169,30,0,83,NULL
CLI646,F,Si,50,Si,Artista,+20annos,Medio,5,1974,Generacion X,61412,LLeida,117,30,0,97,NULL
CLI6460,M,Si,83,No,Ejecutivo,+20annos,Bajo,1,1941,Generacion Silenciosa,113938,Almeri­a,1404,120,0,464,3
CLI6461,F,Si,41,Si,Construccion,10-20annos,Alto,2,1983,Millennials,90351,Malaga,179,50,0,554,1
CLI6462,F,Si,85,Si,Artista,+20annos,Alto,2,1939,Generacion Silenciosa,45451,Vizcaya,583,50,0,310,5
CLI6463,M,Si,63,No,Servicios,+20annos,Medio,2,1961,Generacion X,109588,Cadiz,681,120,0,272,NULL
CLI6464,M,Si,47,Si,Ejecutivo,+20annos,Alto,4,1977,Generacion X,101125,Ciudad Real,1678,80,0,520,1
CLI6465,F,No,34,Si,Funcionario,10-20annos,Bajo,4,1990,Millennials,23336,Vizcaya,686,30,0,43,NULL
CLI6466,M,No,36,No,Medico,10-20annos,Bajo,2,1988,Millennials,28369,Soria,1882,30,0,57,NULL
CLI6467,M,Si,66,Si,Ejecutivo,+20annos,Alto,4,1958,Generacion X,26241,Santa Cruz de Tenerife,935,30,0,428,3
CLI6468,F,Si,67,Si,Artista,+20annos,Bajo,2,1957,Generacion X,84017,Zamora,1052,50,0,298,NULL
CLI6469,F,No,32,No,Construccion,10-20annos,Bajo,1,1992,Millennials,19097,Pontevedra,1169,30,0,176,NULL
CLI647,F,No,34,No,Medico,10-20annos,Bajo,4,1990,Millennials,31170,Alicante,1813,30,1,330,5
CLI6470,M,No,28,Si,Funcionario,<10annos,Bajo,4,1996,Millennials,28953,Ceuta,2202,30,1,250,NULL
CLI6471,M,Si,91,Si,Artista,+20annos,Alto,2,1933,Generacion Silenciosa,126982,Segovia,915,50,0,388,3
CLI6472,F,No,42,Si,Artista,+20annos,Bajo,1,1982,Millennials,32604,Lugo,939,30,0,73,NULL
CLI6473,M,No,31,Si,Artista,<10annos,Bajo,4,1993,Millennials,26623,Guipiºzcoa,179,30,0,520,4
CLI6474,M,Si,72,Si,Otros,+20annos,Alto,2,1952,Generacion X,121202,Guipiºzcoa,115,50,1,277,NULL
CLI6475,F,Si,67,Si,Medico,+20annos,Medio,4,1957,Generacion X,50324,Huesca,622,30,0,586,4
CLI6476,F,Si,51,Si,Servicios,+20annos,Bajo,2,1973,Generacion X,66685,Malaga,1658,50,0,488,1
CLI6477,F,Si,56,No,Ingeniero,+20annos,Bajo,2,1968,Generacion X,56023,Barcelona,1756,30,1,165,NULL
CLI6478,M,Si,40,No,Ejecutivo,10-20annos,Alto,3,1984,Millennials,128823,Zaragoza,1192,200,0,552,4
CLI6479,F,Si,61,Si,Artista,+20annos,Medio,2,1963,Generacion X,126576,La Rioja,1306,50,1,344,5
CLI648,M,Si,62,Si,Artista,+20annos,Medio,3,1962,Generacion X,65647,Guadalajara,1111,80,1,208,NULL
CLI6480,M,Si,47,Si,Artista,+20annos,Medio,4,1977,Generacion X,31135,Zamora,759,30,1,252,NULL
CLI6481,F,Si,51,Si,Artista,+20annos,Medio,4,1973,Generacion X,110340,Almeri­a,74,80,1,354,5
CLI6482,F,Si,47,Si,Artista,+20annos,Medio,2,1977,Generacion X,79106,Castellon,1678,50,0,334,5
CLI6483,M,Si,63,No,Medico,+20annos,Bajo,3,1961,Generacion X,96246,Granada,876,30,0,277,NULL
CLI6484,M,Si,39,No,Medico,10-20annos,Bajo,1,1985,Millennials,24958,Sevilla,1767,30,0,534,4
CLI6485,M,Si,72,Si,Artista,+20annos,Medio,2,1952,Generacion X,95011,Salamanca,1717,50,1,111,NULL
CLI6486,F,Si,41,Si,Artista,10-20annos,Bajo,3,1983,Millennials,46581,Cadiz,1721,30,0,275,NULL
CLI6487,M,Si,39,Si,Artista,10-20annos,Medio,2,1985,Millennials,23670,Valencia,1859,30,1,163,NULL
CLI6488,M,Si,41,No,Ejecutivo,10-20annos,Bajo,2,1983,Millennials,26363,LLeida,1882,30,1,246,NULL
CLI6489,M,Si,42,Si,Ejecutivo,+20annos,Medio,3,1982,Millennials,91307,Guipiºzcoa,1836,30,1,260,NULL
CLI649,F,Si,68,NULL,Servicios,+20annos,Bajo,5,1956,Generacion X,102360,Gerona,7,30,1,166,NULL
CLI6490,M,No,21,No,Funcionario,<10annos,Bajo,3,2003,Generacion Z,22002,Teruel,1616,30,1,234,NULL
CLI6491,M,Si,45,Si,Artista,+20annos,Bajo,1,1979,Generacion X,122684,Teruel,1974,50,1,269,NULL
CLI6492,M,Si,30,Si,Otros,<10annos,Bajo,1,1994,Millennials,27005,Teruel,1422,30,0,508,4
CLI6493,M,No,40,Si,Artista,10-20annos,Bajo,1,1984,Millennials,110497,Caceres,1951,50,0,245,NULL
CLI6494,M,Si,67,Si,Artista,+20annos,Medio,2,1957,Generacion X,71556,Tarragona,1287,50,1,245,NULL
CLI6495,M,Si,58,No,Artista,+20annos,Medio,6,1966,Generacion X,55681,Madrid,1404,30,0,273,NULL
CLI6496,M,Si,50,Si,Artista,+20annos,Bajo,1,1974,Generacion X,40122,Tarragona,1326,50,0,397,1
CLI6497,F,NULL,30,Si,Funcionario,<10annos,Bajo,6,1994,Millennials,21771,Guadalajara,11,30,1,262,NULL
CLI6498,F,Si,46,No,Otros,+20annos,Bajo,6,1978,Generacion X,110892,Orense,564,30,0,390,3
CLI6499,M,No,20,No,Funcionario,<10annos,Bajo,1,2004,Generacion Z,23993,Vizcaya,2444,30,0,156,NULL
CLI65,M,Si,62,Si,Servicios,+20annos,Alto,2,1962,Generacion X,102447,Guadalajara,1404,50,0,571,1
CLI650,F,No,28,Si,Funcionario,<10annos,Bajo,3,1996,Millennials,25873,Murcia,2478,30,0,129,NULL
CLI6500,F,Si,91,Si,Servicios,+20annos,Alto,2,1933,Generacion Silenciosa,44394,Santa Cruz de Tenerife,1737,50,0,452,1
CLI6501,F,No,40,Si,Artista,10-20annos,Bajo,1,1984,Millennials,97178,Guipiºzcoa,202,50,0,154,NULL
CLI6502,F,No,41,Si,Funcionario,10-20annos,Bajo,1,1983,Millennials,84337,Orense,1813,50,0,322,5
CLI6503,M,Si,46,Si,Artista,+20annos,Medio,3,1978,Generacion X,36738,Tarragona,994,30,0,383,3
CLI6504,F,Si,88,No,Servicios,+20annos,Alto,2,1936,Generacion Silenciosa,67576,Badajoz,1404,30,0,569,4
CLI6505,F,No,20,No,Funcionario,<10annos,Bajo,5,2004,Generacion Z,12323,Las Palmas,14775,30,0,565,4
CLI6506,M,Si,67,No,Otros,+20annos,Bajo,1,1957,Generacion X,42327,Madrid,1365,30,0,229,NULL
CLI6507,M,Si,63,Si,Otros,+20annos,Bajo,2,1961,Generacion X,76535,Baleares,779,50,1,395,3
CLI6508,M,No,40,No,Negocios/empresa,10-20annos,Bajo,2,1984,Millennials,122067,ilava,778,120,0,240,NULL
CLI6509,F,No,47,Si,Artista,+20annos,Bajo,1,1977,Generacion X,28295,Zamora,955,30,1,354,5
CLI651,F,Si,80,Si,Servicios,+20annos,Bajo,1,1944,Generacion Silenciosa,101271,Soria,681,50,0,531,4
CLI6510,F,No,36,No,Construccion,10-20annos,Bajo,1,1988,Millennials,24545,Melilla,2043,30,1,362,5
CLI6511,M,No,34,No,Funcionario,10-20annos,Bajo,3,1990,Millennials,31998,Murcia,985,30,0,134,NULL
CLI6512,M,No,57,Si,Otros,+20annos,Bajo,1,1967,Generacion X,125519,Soria,1091,50,0,287,NULL
CLI6513,M,No,42,Si,Medico,+20annos,Bajo,1,1982,Millennials,94028,Salamanca,824,50,0,576,4
CLI6514,M,Si,50,Si,Artista,+20annos,Alto,4,1974,Generacion X,34607,Jaen,1072,30,0,531,4
CLI6515,M,Si,79,Si,Servicios,+20annos,Alto,2,1945,Generacion Silenciosa,23124,Cadiz,158,30,0,399,1
CLI6516,F,Si,47,Si,Medico,+20annos,Bajo,2,1977,Generacion X,53380,Albacete,759,50,0,325,5
CLI6517,F,No,32,Si,Otros,10-20annos,Bajo,2,1992,Millennials,20325,Sevilla,985,30,1,176,NULL
CLI6518,M,No,50,Si,Artista,+20annos,Bajo,2,1974,Generacion X,62877,Valencia,1306,50,1,209,NULL
CLI6519,F,NULL,56,No,Construccion,+20annos,Bajo,1,1968,Generacion X,33981,Santa Cruz de Tenerife,1697,30,0,165,NULL
CLI652,M,Si,68,Si,Medico,+20annos,Medio,4,1956,Generacion X,87946,Valencia,7,80,0,137,NULL
CLI6520,F,No,32,Si,Construccion,10-20annos,Bajo,1,1992,Millennials,27645,LLeida,202,30,0,501,4
CLI6521,M,No,47,Si,Artista,+20annos,Bajo,3,1977,Generacion X,108881,Cadiz,1717,80,1,216,NULL
CLI6522,F,Si,46,No,Artista,+20annos,Medio,3,1978,Generacion X,28401,Cuenca,1052,30,1,260,NULL
CLI6523,M,Si,52,No,Otros,+20annos,Medio,6,1972,Generacion X,123214,Leon,1561,200,0,439,3
CLI6524,M,No,29,Si,Funcionario,<10annos,Bajo,3,1995,Millennials,22475,Jaen,1857,30,1,248,NULL
CLI6525,F,Si,66,Si,Servicios,+20annos,Alto,3,1958,Generacion X,123555,Castellon,1248,80,0,267,NULL
CLI6526,M,Si,45,Si,Ejecutivo,+20annos,Bajo,2,1979,Generacion X,124028,Cadiz,2043,50,0,336,5
CLI6527,M,Si,52,Si,Ejecutivo,+20annos,Alto,4,1972,Generacion X,122928,Melilla,15215,80,0,249,NULL
CLI6528,M,No,30,Si,Artista,<10annos,Bajo,3,1994,Millennials,20155,Navarra,1261,30,0,578,4
CLI6529,M,No,20,No,Funcionario,<10annos,Bajo,3,2004,Generacion Z,19469,Ceuta,2271,30,1,157,NULL
CLI653,M,Si,51,No,Otros,+20annos,Medio,3,1973,Generacion X,71977,Barcelona,1639,30,1,189,NULL
CLI6530,F,No,51,Si,Artista,+20annos,Bajo,1,1973,Generacion X,52902,Alicante,935,50,1,111,NULL
CLI6531,F,Si,39,Si,Artista,10-20annos,Medio,2,1985,Millennials,31539,Burgos,1997,30,0,482,3
CLI6532,F,No,28,Si,Artista,<10annos,Bajo,2,1996,Millennials,20504,ilava,1857,30,0,461,3
CLI6533,M,No,20,No,Funcionario,<10annos,Bajo,3,2004,Generacion Z,15805,La Rioja,2823,30,1,192,NULL
CLI6534,F,No,24,No,Funcionario,<10annos,Bajo,3,2000,Generacion Z,14086,Valencia,10635,30,0,556,4
CLI6535,M,Si,62,No,Ejecutivo,+20annos,Medio,3,1962,Generacion X,52542,Alicante,1091,30,1,307,5
CLI6536,F,Si,39,Si,Construccion,10-20annos,Medio,2,1985,Millennials,22673,Cordoba,1238,30,0,187,NULL
CLI6537,F,Si,44,NULL,Construccion,+20annos,Medio,1,1980,Generacion X,56728,Ciudad Real,1721,30,0,333,5
CLI6538,M,Si,55,Si,Artista,+20annos,Medio,2,1969,Generacion X,45779,Madrid,115,50,1,289,NULL
CLI6539,M,No,46,Si,Servicios,+20annos,Bajo,1,1978,Generacion X,58779,Burgos,896,50,0,132,NULL
CLI654,F,Si,56,Si,Artista,+20annos,Bajo,1,1968,Generacion X,58346,Teruel,15215,50,1,370,3
CLI6540,F,Si,67,Si,Construccion,+20annos,Medio,1,1957,Generacion X,25900,Teruel,896,30,0,416,3
CLI6541,M,No,36,No,Medico,10-20annos,Bajo,6,1988,Millennials,18039,Leon,11,30,1,313,5
CLI6542,F,Si,76,No,Otros,+20annos,Bajo,2,1948,Generacion X,102356,Guadalajara,994,120,0,380,3
CLI6543,F,Si,42,Si,Ingeniero,+20annos,Bajo,2,1982,Millennials,102610,Santa Cruz de Tenerife,1468,50,0,309,5
CLI6544,M,Si,46,Si,Medico,+20annos,Medio,5,1978,Generacion X,94404,Salamanca,1326,30,1,278,NULL
CLI6545,M,Si,67,Si,Otros,+20annos,Medio,6,1957,Generacion X,75344,Toledo,1561,30,0,154,NULL
CLI6546,F,No,22,No,Funcionario,<10annos,Bajo,6,2002,Generacion Z,22782,Cadiz,1443,30,1,292,NULL
CLI6547,F,Si,51,Si,Ingeniero,+20annos,Medio,2,1973,Generacion X,45207,Barcelona,974,50,0,86,NULL
CLI6548,M,Si,44,No,Otros,+20annos,Bajo,4,1980,Generacion X,101508,Santa Cruz de Tenerife,686,30,0,196,NULL
CLI6549,M,Si,56,Si,Medico,+20annos,Alto,2,1968,Generacion X,76801,Almeri­a,11305,50,0,427,1
CLI655,M,Si,28,Si,Ejecutivo,<10annos,Alto,2,1996,Millennials,22807,Badajoz,2133,30,1,383,3
CLI6550,F,Si,64,Si,Artista,+20annos,Medio,5,1960,Generacion X,128396,Alicante,1424,200,0,524,4
CLI6551,F,No,36,Si,Funcionario,10-20annos,Bajo,5,1988,Millennials,23068,Navarra,847,30,0,429,3
CLI6552,M,No,29,No,Otros,<10annos,Bajo,2,1995,Millennials,29800,Ceuta,1581,30,0,309,5
CLI6553,M,Si,64,No,Ejecutivo,+20annos,Alto,3,1960,Generacion X,81161,Badajoz,1482,30,1,229,NULL
CLI6554,M,Si,72,Si,Construccion,+20annos,Alto,2,1952,Generacion X,114225,Vizcaya,603,50,0,102,NULL
CLI6555,M,Si,45,Si,Ingeniero,+20annos,Medio,2,1979,Generacion X,29035,Burgos,156,30,0,115,NULL
CLI6556,M,Si,46,Si,Medico,+20annos,Medio,2,1978,Generacion X,24791,Guipiºzcoa,798,30,0,362,5
CLI6557,M,Si,28,No,Ingeniero,<10annos,Bajo,1,1996,Millennials,20079,Barcelona,1512,30,1,117,NULL
CLI6558,F,No,33,No,Construccion,10-20annos,Bajo,6,1991,Millennials,30150,ivila,686,30,0,590,4
CLI6559,M,NULL,36,No,Negocios/empresa,10-20annos,Alto,1,1988,Millennials,19013,Zamora,824,30,1,342,5
CLI656,M,Si,73,NULL,Ejecutivo,+20annos,Alto,2,1951,Generacion X,80730,Lugo,876,120,0,543,4
CLI6560,M,Si,28,Si,Servicios,<10annos,Bajo,1,1996,Millennials,31116,Jaen,2513,30,0,112,NULL
CLI6561,M,Si,87,No,Servicios,+20annos,Bajo,1,1937,Generacion Silenciosa,89693,Palencia,1267,120,0,440,3
CLI6562,F,Si,56,No,Funcionario,+20annos,Alto,3,1968,Generacion X,99304,Madrid,1189,30,1,336,5
CLI6563,M,No,29,Si,Medico,<10annos,Bajo,4,1995,Millennials,26287,Murcia,303,30,0,562,4
CLI6564,F,Si,41,No,Otros,10-20annos,Medio,4,1983,Millennials,85118,Ceuta,778,30,0,265,NULL
CLI6565,F,No,28,No,Medico,<10annos,Bajo,2,1996,Millennials,29118,Segovia,234,30,0,260,NULL
CLI6566,M,No,45,Si,Negocios/empresa,+20annos,Bajo,2,1979,Generacion X,114722,Huesca,1077,50,0,516,4
CLI6567,F,Si,91,Si,Ejecutivo,+20annos,Alto,3,1933,Generacion Silenciosa,39430,Tarragona,1678,30,0,396,1
CLI6568,M,Si,39,Si,Otros,10-20annos,Medio,3,1985,Millennials,31893,ivila,1652,30,1,284,NULL
CLI6569,M,No,23,No,Funcionario,<10annos,Bajo,7,2001,Generacion Z,17659,Pontevedra,2892,30,0,61,NULL
CLI657,M,No,30,Si,Negocios/empresa,<10annos,Bajo,2,1994,Millennials,18167,Madrid,1215,30,1,109,NULL
CLI6570,F,No,31,Si,Ingeniero,<10annos,Bajo,3,1993,Millennials,24146,Salamanca,916,30,0,128,NULL
CLI6571,M,Si,50,Si,Artista,+20annos,Medio,2,1974,Generacion X,67500,Orense,1248,50,0,166,NULL
CLI6572,M,Si,56,No,Ejecutivo,+20annos,Bajo,4,1968,Generacion X,22869,Zamora,1209,30,0,512,4
CLI6573,M,No,28,Si,Otros,<10annos,Bajo,3,1996,Millennials,30532,Granada,3099,30,0,403,3
CLI6574,M,No,32,Si,Funcionario,10-20annos,Bajo,3,1992,Millennials,29850,Guadalajara,1215,30,0,318,5
CLI6575,M,Si,50,No,Negocios/empresa,+20annos,Bajo,2,1974,Generacion X,44586,ivila,1443,30,0,576,4
CLI6576,F,NULL,32,No,Construccion,10-20annos,Bajo,1,1992,Millennials,22665,Gerona,133,30,0,278,NULL
CLI6577,F,Si,52,No,Ingeniero,+20annos,Medio,5,1972,Generacion X,56548,Guipiºzcoa,1228,30,0,493,3
CLI6578,F,No,62,Si,Servicios,+20annos,Bajo,2,1962,Generacion X,59761,Melilla,72,50,1,306,5
CLI6579,F,No,44,Si,Artista,+20annos,Bajo,2,1980,Generacion X,40719,Baleares,1238,50,1,152,NULL
CLI658,M,Si,96,No,Ejecutivo,+20annos,Bajo,2,1928,Generacion Silenciosa,123807,Orense,1248,120,0,318,5
CLI6580,F,Si,72,Si,Servicios,+20annos,Bajo,1,1952,Generacion X,32367,Sevilla,1326,30,1,270,NULL
CLI6581,M,No,44,Si,Artista,+20annos,Bajo,1,1980,Generacion X,92778,Palencia,824,50,0,456,3
CLI6582,M,Si,46,Si,Medico,+20annos,Medio,2,1978,Generacion X,102886,Granada,1189,50,0,502,4
CLI6583,M,Si,50,Si,Artista,+20annos,Medio,3,1974,Generacion X,40534,Jaen,1209,30,0,46,NULL
CLI6584,F,Si,64,Si,Ingeniero,+20annos,Bajo,1,1960,Generacion X,106081,Murcia,11305,50,0,417,1
CLI6585,F,No,33,No,Medico,10-20annos,Bajo,3,1991,Millennials,31122,Orense,778,30,0,354,5
CLI6586,M,Si,39,Si,Artista,10-20annos,Alto,2,1985,Millennials,23888,Valencia,1445,30,1,165,NULL
CLI6587,F,Si,58,No,Construccion,+20annos,Bajo,1,1966,Generacion X,72068,Castellon,994,30,0,337,5
CLI6588,F,Si,64,Si,Artista,+20annos,Medio,2,1960,Generacion X,71849,Albacete,1697,50,0,532,4
CLI6589,F,Si,97,Si,Artista,+20annos,Alto,2,1927,Generacion Silenciosa,94988,Murcia,661,50,0,388,3
CLI659,F,Si,52,Si,Artista,+20annos,Bajo,1,1972,Generacion X,47074,Gerona,1717,50,0,128,NULL
CLI6590,F,No,30,No,Negocios/empresa,<10annos,Bajo,3,1994,Millennials,25974,Melilla,1422,30,1,120,NULL
CLI6591,M,No,43,Si,Artista,+20annos,Bajo,1,1981,Millennials,99950,Orense,11,50,0,242,NULL
CLI6592,F,Si,45,Si,Artista,+20annos,Bajo,1,1979,Generacion X,56561,Pontevedra,1675,50,0,528,1
CLI6593,F,No,31,No,Artista,<10annos,Bajo,4,1993,Millennials,18323,Melilla,1353,30,0,174,NULL
CLI6594,M,Si,39,No,Otros,10-20annos,Bajo,3,1985,Millennials,23499,Ciudad Real,1629,30,1,244,NULL
CLI6595,M,Si,84,No,Ejecutivo,+20annos,Alto,2,1940,Generacion Silenciosa,121213,La Rioja,1756,120,0,279,NULL
CLI6596,F,No,36,Si,Funcionario,10-20annos,Bajo,1,1988,Millennials,31937,LLeida,1951,30,1,387,3
CLI6597,F,Si,65,Si,Medico,+20annos,Bajo,2,1959,Generacion X,95831,Granada,603,50,1,192,NULL
CLI6598,F,Si,50,Si,Medico,+20annos,Bajo,1,1974,Generacion X,30764,Ceuta,1072,30,1,371,3
CLI6599,F,Si,89,No,Servicios,+20annos,Alto,2,1935,Generacion Silenciosa,32695,Ciudad Real,818,30,0,52,NULL
CLI66,M,Si,65,Si,Servicios,+20annos,Alto,2,1959,Generacion X,76260,Badajoz,1502,50,0,215,NULL
CLI660,M,Si,63,Si,Artista,+20annos,Medio,4,1961,Generacion X,113728,Castellon,1072,80,0,31,NULL
CLI6600,F,No,36,No,Ingeniero,10-20annos,Bajo,3,1988,Millennials,26061,Zaragoza,686,30,1,164,NULL
CLI6601,F,Si,95,No,Servicios,+20annos,Alto,2,1929,Generacion Silenciosa,121529,Almeri­a,798,120,0,102,NULL
CLI6602,M,No,21,No,Funcionario,<10annos,Bajo,4,2003,Generacion Z,19640,Palencia,203,30,1,362,5
CLI6603,F,No,22,No,Funcionario,<10annos,Bajo,4,2002,Generacion Z,20974,Caceres,1616,30,0,531,4
CLI6604,M,Si,41,Si,Servicios,10-20annos,Alto,2,1983,Millennials,127419,Guadalajara,2043,50,1,200,NULL
CLI6605,F,No,28,No,Funcionario,<10annos,Bajo,8,1996,Millennials,25691,Cadiz,234,30,1,112,NULL
CLI6606,F,No,98,Si,Servicios,+20annos,Bajo,1,1926,Generacion Silenciosa,33633,Leon,955,30,1,167,NULL
CLI6607,F,No,36,Si,Otros,10-20annos,Bajo,3,1988,Millennials,25707,Sevilla,1491,30,1,161,NULL
